label	text_a
0	writer thinks burdening religious inst . isnt a big deal  because the government can just pick up the slack : 
0	you do realize you are promoting white supremacy to the most diverse campus in the nation right ? what exactly do you hope to achieve here ?
1	both north america and europe belong to us . white men conquered and colonized both .
1	pl . put all these cair etc in guantanamo prison without food
1	these are just young people who are looking for ooportunities in our country  the american dream ... to kill actual americans who are too stupid to stop them from coming here
0	traditions like white supremacy
1	yo  c'mon back you little illegal aliens . we still got lots of us-born suckers we can smash out of line to make room
0	stacy nationalism ?
1	 : muslim presenter + islamic loving bbc . what else can we expect ? someone needs to challenge
0	 : check out our new video on diversity . be sure to leave comments !
1	alejandro : you will not survive here . you are not a wolf , and this is a land of wolves now
0	israeli bank workers accused of defrauding holocaust survivor va
2	"  "" : uk muslim texted  "" "" i'm going to go jew bashing  "" "" then beat up a jew "" "" #isis #muslims """
0	what's a shame is because of people like this i have to explain to my white kids that their not evil because their white . i have teenagers .
0	spears is a racist
0	ashkenazi ain't white  boyo . stop larping as a white man .
2	here is your white future  you inbred fuckos .
0	alt light = true freedom and all inclusive  just not making government elevate
0	" rt unfortunately  valerie grim is stuck in an outdated paradigm wherein all white advocacy is  "" hate "" "" . """
0	#prolife cause should be outraged at cap on damages in deaths of woman & unborn child
1	you're missing the point . 1 black attacking 1 of my white people is 1 too many .
0	the alt right died weeks ago ! this is late to the table
1	blood & honour - white aryan resistance t-shirt from the white resister va
0	#ghostsquad #opkkk #lulz bad children no website 4 u #anonresistance #classwar not #racewar
0	rural people are the most disaffected . go to their counties and you understand why . all this us wealth
1	" gob bluth stabbed by white power bill : "" white power  "" "" "" "" ( but ) i'm white . "" "" #whitepower #news #quote """
0	alliance alert podcast for july 28  2015 #ppsellsbabyparts #physicianassistedsuicide #religiousliberty
0	i added a video to a playlist refugee crisis : czech doctor describes conditions in german hospital
0	ugh  and kim davis isn't a conservative anyway . a principled defense of gay marriage has been a key pillar of conservatism for months now .
0	a critical look at rush limbaugh | the occidental observer
0	hillary clinton falling video at 911 memorial being censored
1	diverse arkansas : white kid walking his dog  shot and killed for no reason by racist blacks via
0	white ones  i bet .
0	 : uk : 1000 muslims protest against muhammad cartoons and free speech
0	true . were simply not at a point were wn is acceptable to the public . decades of subversion has ensured that  not optics
0	plant the seed of anti-identitarianism among whites * fixed
0	more propaganda from a white nationalist group
1	saving the white race - is it time yet ? - renegade tribune
0	kejriwal refuses to salute tricolour at national flag-hoisting via
0	same thing may be happen with bjp in 2019 .
0	cruz hires neocon loons  gaffney  ledeen  abrams - - news from
0	april is #whitehistory month ! here's some ideas on spreading the good word of #nationalsocialism - #workingclass
0	 . to federal court : iowa's church speech ban must go #tcot #1a #religiousliberty
1	" rt michigan state student : "" it is not okay to be white "" "" : / / """
1	action report : america first banner drop on tuesday  december 5  identity evropa activists dropped a massive banner at in atlanta .
0	thanks brother i appreciate it heil und seig
1	 : whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites
1	new slogan for the #dncwhite people should be seen and not heard .
1	illegals from mexico tells legal mexicans in america ( citizens ) you not mexican you white your skin brown but you white mentality of hate
0	so why didn't you oppose the saudi hate preacher who wants kill you too
1	jackin it to the statue of david to uhhh save the white race
1	all the more reasons to keep these lazy , psychotic criminals out , parasites of the world destroying it!
1	will mike tell us how jewish wives are the last stand of implicit white identity ?
0	take aways for bjp from #biharresults : 1 . don't sell development to lazy reservation-seekers . 2 . hire lalu yadav .
1	Israeli Prime Minister Vows Complete Annihilation Of Democratic Party In America
1	" estonian pm : "" i don't want blacks in estonia ; this is a white country "" "" via """
0	number 1 lad they sure are mad
